project,BugInducing,InducingDate,BugFixing,FixingDates,InducingMessage
Qiskit/qiskit-terra,0a6a62a826385fb0ff7d95897dc5f48002f0dd69,2019-05-18T05:21:30Z,70dcc416a1613c81a0d82b8dd41380912e39ef29/be9b0da397d3a800a8996697710bb2cd399a361e/74dba0ac575146f502b4e76f8eeb155ac769179b/8b722d92221ec5988a8d4d922a57c4937c2c6d8a/,2020-06-18 01:23:32-04:00/2019-08-28 08:35:57-04:00/2019-08-06 13:21:57-04:00/2019-05-22 11:35:03-04:00/,"Explicitly delete unused arguments (#2396)

* Delete unused arguments

This is more explicit about which arguments are unused, and
the will never get out-of-date with the code (unlike a pylint
directive).

* Put one back"
qiskit-community/qiskit-vscode,30c1d46c871f1bbc420e6ee4b8b729875ae2ab59,2018-11-05T10:07:17Z,cdb7af772ac81edc4dad5d54f2436f37775aa05d/b2bcbdeb81afaea173df28a7ddade9e87493081f/949fedd48d42e86a15e6bccf07c18e8a5989d98e/8e9162bd9777f7676e3a35a2ab37387e9effdc99/b7cd8ec32c5bbe4ca8234c386e4d09891a38ff27/,2019-01-23 17:57:48+01:00/2019-02-08 11:51:30+01:00/2019-05-20 18:38:01+02:00/2019-05-20 18:29:23+02:00/2019-03-05 16:55:50+01:00/,Running npm audit & update in each relevant directory. Fixing CVE-2018-16469
softwareQinc/staq,604845107c0c98f4859eca47c2d1d1fee44eb9a9,2019-07-08T18:10:48Z,37d73a3d30f880ff5fc48a01251f8d29686af67f/f4e48b00f920bab82dfab8e4042eb1749996ed23/db204983c231a391d3f560123ee72eebd7cc16bd/a1d006f63f6239ca9265a316573079c5bb477921/86c1d12ada7f19fcae64957db98ecaf8f716beb4/9dd2ca0aab633912480e68df2a37d33bad001dfa/d29ff7ac89f4ea029e6964f32e3474bbfe05fdd4/,2019-07-08 16:15:18-04:00/2019-12-10 20:21:39-05:00/2019-07-09 09:53:49-04:00/2019-12-10 20:33:19-05:00/2019-06-05 11:09:48-04:00/2019-07-11 12:38:41-04:00/2019-07-08 15:07:21-04:00/,Variable renamer for performing substitutions
Qiskit/qiskit-terra,611ee62ddbd8795bc013b921c4d7a379623324d0,2017-05-15T14:00:02Z,ed52d35b0295703b7e21aef998b2e4dcf9d2a175/91aa83e4f58408febb73a9eb2aad853c9c0f7001/,2017-05-22 11:27:06-04:00/2017-05-15 10:01:05-04:00/,update
microsoft/Quantum,74bc0c27bf98b06e53c220aa971fa4a5d3b942ca,2019-08-21T22:43:43Z,b111c3d3f4a852658b376d98fd848db0989fb88a/b29c2908dd5c7df0c4c0945887a7392c8581e450/,2020-07-28 23:54:24+02:00/2019-09-30 14:50:39-07:00/,"Simplifies code for reversible logic synthesis sample (#217)

* Simplify code.

* Fix tests after source update."
quantumlib/Cirq,f84de86b65d3ecc17849baf17fb7c252eb8aa04b,2019-04-24T03:33:48Z,6271cb62ddfc0ba9121140a60cc7e1faf39da77e/,2020-03-24 12:49:14-07:00/,Remove unnecessary parens in noise.md (#1560)
microsoft/Quantum,914e4763a12467ee18e47b8343dae937b628f111,2019-10-19T01:37:01Z,fba9bc1917d1fef12acf4a6e963e0acf0b3d322f/,2019-10-20 17:25:49-07:00/,Update README.md (#247)
XanaduAI/strawberryfields,fb2c1267bd52d69f83fabd7e077e5235ab9f483a,2018-12-13T09:32:34Z,95e63334dc92c7386b43538d5098bf2b750e6633/4f25105da74d942fe22556d5d2e5f17400d256e5/a6f46152c98ce3bec619d6f62807a7fd88d7cb99/ad6b9e62769692b20358faa88aba091618fb2f16/,2019-04-22 18:07:13-04:00/2019-01-21 22:22:58-05:00/2019-07-24 14:58:09+08:00/2018-12-18 17:07:24+01:00/,"do clements decompose lazily
fixed seed to make decompositions unit test deterministic
fixed docstring of Interferometer"
Blueqat/Blueqat,63d6d5a8076d897011ed6f0836a677d3031dfafc,2020-01-10T09:21:45Z,3658434e20aeac320f1c6ff600c88414348b1be7/,2020-08-11 16:38:49+09:00/,"Deactivate numba backend auto test

Due to CircleCI environmental problem. Refer #80"
Qiskit/qiskit-terra,d40a0e6323c95a298cb91206e521370507525f37,2018-05-10T19:51:12Z,17fda19325960d1c17912bb34744f24f73f7469f/3eb9e00599da1d29ac68c9e584f5188dfd9a95ee/279c783c826c834715db314a2cf36b5dcd577f55/f7cc83967916afd4163242058afc246b8723c924/d05f7b82298275f450871150cea47f48170b8f1d/f38c5c3c687e7dde385151fd29f3132248c12484/ce8a73dcc863a7e90d2c9cceabb66d4f3f88bd2d/9076b8c662bd48d897bb38ff8197c38e85e1ef27/555bd0f9aef306df034ad95dcdf116c622b3c9c4/cac7c6a2631d76ef3e811a5c943a2b9101fed240/50bb515d56e8b8ddbdc37d87ebb593f967f20532/17e8b41e7eb46b90050cf4f851f98c9347d9b267/2cbbf78ec506f0b5a2e58a41cba7a9c24214a539/551cbf02463c5463d409cf576845368af2e2366b/c6f5c5dd61c85123c04cceaeae5e9968ebb43f19/34358bdbb6e41ba623edab4715a6ee9859bacea7/f9fa9960e1d5dc04b05e51d70065f7d41a35173a/2fc59a4386531dd67e9bb369de5b424c489867cc/14838089bad79d1d574fc11dc65f479501035d6d/f358af4ae230ad9696d592508f3bdd8937b6f3a4/491f244d15932c17f886b5802ca2c73518896905/50cc5bdd1b07d038a23f43293a2173bdb210a0e6/ddc0cc9b06d3c7cb95fe99c9892187bb24f74232/4dfa5a34a70ec5b9b8b8397b6c1ce9f3d79e5867/aff2968008452c7997d09a145dc683a81ea4d9cf/c99dcdb1828264940b99a509de70d446b9418470/fcaf3d5649a7176308a99ae80bf2a4f5d4639b2d/916955108c46eb46fa691eb26e89da9f0097c89b/257f7e5105baf178116cb04bd37f132ba7219264/d7f5a7f0b1f36cbe8c3bf906e28c7917f14650b9/f7995fffe9087fa1f1afa98b4a93f84166f33b27/1b879e7177be95acd0f964fa9ae3bd9358dcd130/900c048df8d763ec1b43cb0d32afb3e6ef5c48ae/b8bcd9a6f6fb23f737acd68b0fc5a7508ec86cd8/83a7b23fe7856c85fcb7ac77d6cc9d411b13a4e3/0f38f99f9fbcb273c71981d34fda948a1e2a2821/8a25a01c4047c6b8f53159ddf20ceb3bd8d1a4f6/b2bbb3f05968f3cadc2993ed66123077d80026ef/572db849ccd278753abbd14a8bbbfbf0e79f3d82/272ba807faa9ff25b846de92a8e4f988621c378e/c31dcdc92423862768873d467089e7a91cf410f8/d6e69a50ca2441f57822415fac96d6807f064eca/d920e5ff8cd54d0b9c6b5231d0a9efa1ee9e9b61/1683c8a2ff14323b2553611062cf0c69dc33e7a8/bb640cabf7f669eedd2854bb11bd1e80176163d9/c67f33629bca473564f71995d210453ed31d2bfb/97d24d1130602752b29298e1f5d43044563a9d88/ea5e45b7449d3afb149c51f9c4b5f7fd539e2977/a3ab81931338d579bf8411fbaf37c365a85af607/766c5b93785421899bff3752221625a04596ffb4/43fc166980d38fb0ca86c233be9b44483717abc5/424bfada89ddd49d471f41cabc7dd721bf8dae33/1e574b1de4469b75dd8f3b69d5ac5ffe01df34f3/09af5d7566345355d52454e7f3c5e1cc7da3cb16/3efa4f2658599466c72fc2bfc92f5504e1472276/c7121fc65eedd581255859198ad137f0b7e79448/5f84d0e874af96109788315d06019ff22f1d33e1/ae01c908f3193be8903ccfd19042908fb5114fc6/,2018-09-11 17:45:32+02:00/2018-09-04 20:11:34+02:00/2018-12-11 17:13:08-05:00/2018-06-27 14:24:58-04:00/2018-06-28 10:22:26-04:00/2018-09-05 08:36:07+02:00/2018-06-06 18:01:14+03:00/2018-12-29 20:00:50-05:00/2018-05-11 03:18:14-04:00/2018-08-27 15:46:41-04:00/2018-09-03 10:40:42+02:00/2018-05-11 03:24:14-04:00/2018-06-21 18:13:42+02:00/2018-08-16 09:17:05+02:00/2018-12-05 02:27:51+01:00/2018-08-03 14:14:59+02:00/2018-07-03 05:51:51-04:00/2018-09-29 21:22:02-04:00/2018-10-28 16:38:56-04:00/2018-09-29 13:25:04-04:00/2018-05-11 14:31:24+02:00/2018-06-12 12:38:05+03:00/2018-07-12 14:06:16+02:00/2018-05-18 18:31:07+02:00/2019-05-17 14:44:49-04:00/2018-11-28 17:27:49+01:00/2018-08-01 14:35:55-04:00/2018-09-28 17:19:56+02:00/2019-01-13 08:15:24-05:00/2018-08-10 10:53:40+02:00/2018-05-21 12:45:28-04:00/2018-11-06 21:55:54+01:00/2020-10-06 14:41:51-04:00/2019-01-21 14:41:42+01:00/2018-07-11 16:57:43+02:00/2018-07-13 13:19:35+02:00/2018-11-05 12:29:15+01:00/2018-12-28 17:32:27-05:00/2018-06-20 05:12:20-04:00/2018-05-17 10:25:00-04:00/2018-10-11 11:19:28+02:00/2018-06-20 10:38:46-04:00/2018-05-11 04:38:56-04:00/2018-08-20 10:34:27-04:00/2018-07-01 05:22:19-04:00/2018-09-13 07:38:30+02:00/2018-08-20 14:42:23-04:00/2018-05-21 18:45:02+02:00/2018-07-23 10:23:53+01:00/2018-12-05 07:37:34-05:00/2018-12-18 00:11:40+01:00/2018-06-20 10:08:50-04:00/2018-08-01 19:27:23+02:00/2018-08-14 15:36:25+02:00/2018-05-16 13:37:52-04:00/2018-07-24 16:09:38+02:00/2018-06-06 17:52:21+02:00/2018-06-11 05:53:39-04:00/,"rework jobs (#403)

* Created Job class for backend rework.

* updated dummybackend to use BaseJob

* test_quantumprogram passing

needed to comment out async methods and associated tests.

* passing all tests

* added simple job run tests for local and IBM Q

* hide _run_job method for backends

* passing tests and linter

* qasm cpp simulator passing tests.

* linting

* remove enum.auto for python 3.5

* more linting

* resolve brokenprocesspool on mac

* remove uneeded tests

* bug fixes from merge conflict

* race condition in job_cancel test

* fix inadvertent change to a Makefile

* minor commit

* pre- moving ibmbackend job methods to ibmqjob.

* remove timeout from QuantumJob

- also move some job related methods from ibmqbackend to ibmqjob
- ibmqjob implements concurrent.futures-like API without using it internally.

* merge reorder_bits with async jobs

* minor bug fixes

* remove some uneeded timeouts. fix creation of job result struct.

* add async tests. make ibmq status atomic.

* added async tests and minor refinements

- added async test
- added backend_name method to IBMQJob and LocalJob
- cleaned unused timeouts for QuantumJob
- added queued method to IBMQJob and LocalJob

* correct KeyError in _wait_for_job

* make ibmqjob submission async

* update ibmq job device test

* change wait_for_results logic. add ibmjob device test.

* fix register size exception test

* minor linting issue

* extended ibmq job tests as recommended by @diego-plan9

* adjust ibmqx4 device test for noise

* change print to log.info in test_ibqjob

* fix minor bug

* fix infinite job initializing

When submitting to a backend with a disabled queue
the job would wait in the INITIALIZING state indefinitely"
Qiskit/qiskit-terra,db2b2c6f01ec893c732e61fc09d37da2052c616b,2017-08-02T12:15:28Z,65ba65d0f88aa586c1c6cb25b709f4709bbeb287/1657d77d2c0cb5599345586193d9aec9e867f2e4/6f76c88bdb67e3ecfdeeaa7c02d1be89d155d56c/e459b0105a60c41d5e54a6aac8ac502079963c55/3b653f6d34d916b831eb385347dad77d1c1dd4c1/06482631beceba0a3571e925dcdb1a23b97ecdbf/98db64646fa48c3aebff1e4f17b9d93c40834102/4821f4584cd82b1c846b3ba9d058241e9bc6a103/2a47a43fd94f8305f84bfb21ffc6e80f30bd0aff/cac7c6a2631d76ef3e811a5c943a2b9101fed240/74c30d458b81bc00edad4a9680cfbb1961c01da8/1b17b2611ae14bbe2e4751e40d033e2fa2498cc5/fd96e7fc669a11ab6ebd896dbb6595017193be8a/5672a3c627dd64a57c5ad0e78a86d09745d9a2d3/2c39096cacd2c1ba82bade39fd30a5bb654bb47f/99472a9699da34b96c9d2b82af68756d961aef32/f8b100404d4c12b1c5c693159e28742fe715c233/c071ab57ff7aa1de94a53ece8cc19a10f551cf06/f358af4ae230ad9696d592508f3bdd8937b6f3a4/2ea7d176eae33a5ff8385fd309fe1e74a761f1ac/f578e72a244aefa5980ca26f5e0e36eaf0547e13/9d603f11a350ee77e5cd3fa02c8e61f40ab44440/8bd7b8c41a792d0d6fc28e131a04b349e740e6dc/f38d392c0500042ad79584b21c2716027012e330/179290f082a9c4b905402db8a60fe7bb899f79e8/7680cd7271303a9b037e44d022ce05e06e5db309/7cd6248cfa39e841f233de9b9939079cad54123e/6a6d00b89678ac231e1b7289fd57bf33dca101f1/279d2ee9f06a00b29a07717dc184ff12d77db6e3/dd528c0c2398cb9bda80178027bccd39b596113c/c7e404e0900d45d949b60984b2a34ddd77891548/706f5c8c44b7f01f54f0ff98862916c204122ee8/b9f33d2bea22d18e5dcf2557a7218827a201d294/3ee1e745469b6f53b6f35f774420b6551bebd9a6/bb56dc6c9e788afd0674f0fd9db10a0cde9662fe/57e7dcd2c244f6f199f85b020cb2aec64180d938/64c53a7e9efcfe78ecd5c8a4aa988757df526dfe/f0872ec11ce193d6bfcbd6e5a6a86c7b5dda2f22/d536fb32afcd41555f84b874639795e1fa1789b9/dc624435a7ba440ca1815bdab37b096edec4ae3a/adab46a606e18b287c8832fc9c2ad2fb4ea3b496/d318a6393a0fac3b68011a469d6a87bb434b8e3c/e74c0568e3891f8904070ff234d9d56c9090c130/,2018-12-26 16:46:30+01:00/2017-09-20 18:51:41+02:00/2018-05-24 13:30:11+02:00/2018-12-18 21:04:30-05:00/2018-05-28 09:29:46-04:00/2018-05-03 13:52:21-04:00/2017-10-19 09:38:43+02:00/2018-11-26 20:23:22+01:00/2017-10-25 17:13:13+02:00/2018-08-27 15:46:41-04:00/2018-01-12 07:03:54-05:00/2019-02-23 14:17:12-05:00/2017-09-15 13:33:21-04:00/2018-11-15 09:46:12-05:00/2017-12-28 14:32:36+01:00/2019-04-09 23:04:36-04:00/2017-08-23 12:05:57-04:00/2018-03-28 06:21:15-04:00/2018-09-29 13:25:04-04:00/2019-01-03 08:54:25-05:00/2018-03-30 08:03:43-04:00/2018-11-04 13:04:46-05:00/2018-01-16 20:44:47+01:00/2018-12-01 21:44:46-05:00/2019-01-17 05:12:23+01:00/2018-10-31 12:16:37+00:00/2018-08-16 04:32:12-04:00/2017-10-02 18:28:16+02:00/2018-01-05 09:58:05-05:00/2017-12-29 11:05:43+01:00/2018-11-02 20:18:29-04:00/2018-12-13 20:54:54-05:00/2018-12-01 08:17:33-05:00/2018-12-12 06:19:43-05:00/2017-12-13 21:55:01+11:00/2017-08-03 09:50:54-04:00/2017-10-02 16:23:17+02:00/2018-04-03 07:37:28-04:00/2019-04-16 12:18:11-04:00/2018-01-04 22:42:18+11:00/2017-10-11 23:19:06+02:00/2017-08-02 11:49:12-04:00/2018-03-15 07:10:06-04:00/,"Issue 134 - Improve exception management consistency
* All SKD-defined exceptions have been renamed to use the ""Error""
  suffix as per PEP8 style-guide suggestion.
* Some built-in exceptions have been changed to throw specific
  SDK-defined ones.
* New SDK-defined exceptions have been added to specific modules.
* All SDK-defined exceptions inherit from a base exception,
  allowing SDK users a fine grained error control handling."
Qiskit/qiskit-terra,16f192324a94cf6151ce60e95b0380e6c7e525b9,2018-07-13T10:24:53Z,79d91f6f59fc66769e7bc5d93e09cb688c23bdd8/5c418c54f581df8b59d196be88d22f333b490121/c9c4ed524277fd6fb9dcd1c8680af795fdeed21f/15e614ba14a3f0b20a59702aa96c4640c20574fd/14838089bad79d1d574fc11dc65f479501035d6d/cac7c6a2631d76ef3e811a5c943a2b9101fed240/2ea7d176eae33a5ff8385fd309fe1e74a761f1ac/7269b6cc7b9fba7cf1ce28c46779244cc3c6e33b/348a6735f9f005d355b4a50de752031b1e6454c6/fd77edfa5175588ce8b6788e6bbf060ebac7de2b/c99dcdb1828264940b99a509de70d446b9418470/,2019-03-10 04:41:56+01:00/2018-08-09 11:16:20-04:00/2018-09-17 23:35:18-04:00/2018-07-31 21:30:59-04:00/2018-10-28 16:38:56-04:00/2018-08-27 15:46:41-04:00/2019-01-03 08:54:25-05:00/2018-08-03 16:54:37+02:00/2018-07-31 21:30:59-04:00/2018-07-27 16:20:27+02:00/2018-11-28 17:27:49+01:00/,"Fix remaining qobj-related tests, docstrings"
Qiskit/qiskit-terra,1a35cd08d42fcc0eae85e51bbbaea2323893f5c8,2019-06-13T21:22:01Z,f22a937a5e211bafb9ff4d6da1f32370f93d9867/,2019-08-26 11:06:46-07:00/,"Handle AttributeError in create_from under device_specification.py (#2488) (#2586)

* Raise PulseError when calling create_from on a device that does not support pulse.

create_from in device_specification.py first tries to set the buffer.
However, if the backend does not support pulse it does not have a
default buffer setting which results in an AttributeError. This
commit adds a check to ensure that the backend supports pulse. A
PulseError is raised if the backend does not support pulse."
quantumlib/Cirq,c78d345d4dcc59a2f8a7675b4486abc9088e08ea,2019-12-11T22:37:30Z,ac21df5f85999a7a0f92b0abcebe7bc624ebc092/bc858fc9523b34a6cf02cd5c58d58382ea31ec27/9d926d6e7f580d5a1dee0cfb991639a878b320fc/,2020-08-19 18:57:46-07:00/2020-01-23 10:09:42-08:00/2020-02-19 13:55:35-08:00/,"Add optimized_for_gmon to optimize circuits for Sycamore devices (#2627)

Add optimized_for_sycamore to optimize circuits for Sycamore devices

- Add optimize_for_sycamore that can take a string ('xmon',
'xmon_partial_cz', 'sqrt_iswap', 'sycamore') and run the appropriate
optimizers on it.
- Convert optimize_for_xmon to use this function."
Qiskit/qiskit-terra,b27db9543cebf178a359790baa0df8eec827efa3,2017-08-07T23:14:24Z,911c023fa790df886623298065c6917e907bd6f4/fd96e7fc669a11ab6ebd896dbb6595017193be8a/,2017-08-07 19:17:12-04:00/2017-09-15 13:33:21-04:00/,"Revert ""remove stray debugger trace""

This reverts commit f69e8db4f54b33ac65334220461e91e9fe6885df."
Qiskit/qiskit,45b28df21d6a2fca2ced64d25973e4afb411ace4,2019-01-14T18:12:17Z,bada00b8be5818c6074e5f4d061a421b60fbdb1d/,2019-01-14 13:12:45-05:00/,Update README.md
qiskit-community/qiskit-vscode,a9af1a3fa705936b021daa5b59ea892cefe5fbf6,2018-03-12T11:28:23Z,e4f2e9b8aebfcc60f1f1455d76ce98082210b8d2/a09036eaff355fe884fa0eae138a0e24563d94de/de72c168397fcf5abad7985a2ad0d2dec4f604f5/85a1ac3d535468ac91d158dd70ccca9b60aa81b9/1042437590107d2aab6b71a3348136db025e5dc6/,2018-03-15 09:18:22+01:00/2018-03-14 11:49:37+01:00/2018-03-15 13:41:20+01:00/2018-03-16 10:26:43+01:00/2018-03-16 10:57:53+01:00/,Added conditional expression to the grammar
quantumlib/Cirq,68f1c703738127731dcbb9d315a9831a62252ace,2019-04-25T20:44:22Z,1c5084a8d87ad0c93fb1932362a827540262224e/b0173bc468758b9e80c954ac7ac0ff62cacdc309/1048e3f9bc8a6655f66aa5538440dcec1c29d3f5/fab633d0b7ed6b705a69dc1f0ce35ac544df674d/61e19e5b0cde726bdbd37c2918ce2c9f802b18f9/,2019-11-21 21:05:13-08:00/2019-10-24 13:38:48-07:00/2019-05-13 22:40:07-04:00/2019-11-18 21:20:08-08:00/2019-09-30 19:57:45-07:00/,Use op_gate_of_type (#1567)
Qiskit/qiskit-terra,01e92859d53933b5125687a4d7dfc0434f8af956,2018-03-24T19:07:22Z,abc0411d2600ebc10127f91a1d3627acfee11713/d0af0c01d356e3c8e126a02396dc4a370d23c5a7/4c5be2b3c426f3233ad2cb615c3c94d82db5a987/32fcf19dba2bf5be3e2c7d70cb732b3d75c82061/,2018-07-09 13:34:21+02:00/2018-10-03 14:04:55-04:00/2018-11-17 10:16:04-05:00/2018-05-25 17:16:42+02:00/,Small tweaks to README.md
Qiskit/qiskit-terra,f6009fd19b42572d57e617d190ce7b8989842ccf,2018-08-01T01:47:41Z,a59decd2cbfd8854ffa64e99e0dd6f704591e77d/,2018-08-01 00:03:45-04:00/,cleaning up
Qiskit/qiskit-terra,7485ed924126b0861ef94d35eccef2d3532d70bf,2018-11-01T18:58:13Z,5d3b3e3f0230ac1e6d870d538ea1915a63ab4d80/675a645cb6a6164d8efe5907754f6591956058f5/4bd91fef2865c60a41de5c078994f027d38b536f/5a1b38ba9afe6914871c647a9cb3eea65cce97d1/7be2f4badd16d1c94e3cf9bf592b5a81ef1e022d/acff415ddb93812204742823553322946aec0552/b56cdf32e67438879faddf91d56eae04724e928b/9b0405ec27f45581ee88f08b064b41396d979374/e673d1c2fa8f26cf3441c8cc0002506ac26e6c13/9d603f11a350ee77e5cd3fa02c8e61f40ab44440/dfa08ca73f8a57f6a64fd937e637225042259cb4/,2019-01-11 09:56:27-05:00/2019-04-03 12:12:57-04:00/2020-04-28 16:39:53+02:00/2018-11-26 10:09:39+01:00/2018-12-05 14:02:36-05:00/2019-02-15 15:55:27-05:00/2019-03-10 17:05:13-04:00/2018-11-28 13:48:49-05:00/2019-04-26 22:56:23-04:00/2018-11-04 13:04:46-05:00/2018-11-28 14:23:25-05:00/,"Convert S, Sdg, T, Tdg from CompositeGate to Gate (#1158)

* instruction set keeps a list instead of a set with the intruction, so the elements can be replaces more easly

* S and Sdg

* optional inv in assertResult

* qasm_txt_inv param

* type_inv

* reformat

* Removing CompositeGate.X = X

* TdgGate created

* remove CompositeGate.X = X from the simulator extension

* fixing comments

* removing CompositeGate from dagcircuit and some comments

* revert removing CompositeGates from dagcircuit (d07a2b6076556e515495ffd0a137e19ad8521cdb)

* style

* typ0 in docstring

* remove qasm() from S, T, Sdg, and Tdg

* docstring

* increase delta, since this test fails in python 3.5"
Qiskit/qiskit-terra,fdda48ab7c37eef994c27d43806d6773d440256e,2017-08-05T13:44:40Z,872e1540410bcc9ff61bf18d58629ca71c48a906/90d73aa59a18768cd708f3952d8925f125ea7507/,2017-09-04 12:31:32+02:00/2018-01-15 06:19:26-05:00/,fixing the example notebook
Qiskit/qiskit-terra,7217863c1ecfb5f6da13562b54476d0db4954201,2017-06-27T09:20:08Z,331d6b90d0dbcfec5ba413e22a1b77f097eecf6d/5057f13b0a1abfe003f52836ffdbba3c9dcb8c4d/de5a9415e894167caa130e81308d3c40229f9909/,2017-12-29 00:41:24+01:00/2017-06-27 11:25:54+02:00/2018-02-12 22:11:28+01:00/,"Travis setup fixed to avoid Anaconda.

KISS principle."
Qiskit/qiskit-terra,7a75bbe12d25ac411c3c5413c08912a493cbce04,2020-03-13T22:51:22Z,b2a87e1785c2adfea8f7783e08fe0234dadbc739/,2020-04-06 22:28:59-04:00/,"Improve repr for quantum info classes (#3965)

* Updates repr for Operator, QuantumChannel, QuantumState classes.
* Uses Numpy.array2string to print the array representation with correct spacing for the class name, and with comma separators for array elements. This improves the visual printing of these classes, and also the output from `repr` to be used to initialize a new object.

Co-authored-by: Ali Javadi-Abhari <ajavadia@users.noreply.github.com>
Co-authored-by: Matthew Treinish <mtreinish@kortar.org>"
Qiskit/qiskit-terra,5de883f2de23a60e322fd890243b27163e2bbaae,2018-09-26T16:59:34Z,36445939c1dde0b66eff799dbda0f2de11428df8/,2018-12-03 10:43:23-05:00/,fix width and height order reversed. (#945)
rigetti/pyquil,c354971c78115f7915cd1b2f1c7a78466bd14e08,2018-11-20T06:07:43Z,5f68f68b32a29d48e3c192b2b06bc72b95dac26c/,2020-01-29 12:48:04-08:00/,Fix quantum die example (#706)
Qiskit/qiskit-terra,cf127512a3c7b393c1948085a11a1ea8b8057bd4,2018-02-23T13:57:05Z,d20dcad48563542d907512c8d5f1a19ce3e32572/b32aa6bd56ad09fbc33dc0eb4c424a05b55301ff/d7e469e33c212e8acf39308497bd312cfe792ca6/d7f5a7f0b1f36cbe8c3bf906e28c7917f14650b9/,2019-06-25 18:17:32-04:00/2020-06-19 10:52:04-04:00/2020-08-14 14:21:14-04:00/2018-08-10 10:53:40+02:00/,"Issue #264: `__mklexer__` was not setting data. (#306)

* Setting `lex.input` data at `__mklexer__` instead of `push`.
* Returning a generator of the tokens found.
* `print_tokens` renamed to `get_tokens`.
* Test created."
qiskit-community/qiskit-vscode,ab7c1f5b2b9e867f5b70637e72d2a070d9903ac0,2018-03-07T13:00:26Z,c64a7c77ee27c03151257a3e33b0a2b28b6876f9/44e1a8282ae4ed478528fdc4875e764cabffe0e3/10ff53dd6b986bf39118a792996c73d2f3a13c6d/2b719ce4a36c3d20494db87d280c03c5e565f134/cf7aeb4752121e8cd9a9715ccec82d2de1687e07/8d2bfd131b6c9653f49301974e1dfd006fc256e5/21ca12e0e713c171ad39706c7b78f305ee07ccf7/3c6791ef352e3490883f0a6402adfdced4883ed4/7f83e811f2111266fb816612419dd86fef5a3a72/31eeb66ca4f28cd3dc12b71375ca8fbaa082ae85/aa59539ddd64508842ceaf8f695eff6e394f55f4/e36e7c9e05db093446eb70ef0e798723ae7e187c/c22385203852df2ed69b12d44884eeb91739e422/,2018-03-15 13:41:20+01:00/2018-03-14 11:39:41+01:00/2018-06-04 12:49:53+02:00/2018-03-15 09:18:22+01:00/2018-06-11 09:59:46+02:00/2018-03-07 15:37:27+01:00/2018-03-12 12:12:22+01:00/2018-03-12 09:29:43+01:00/2018-03-09 17:20:16+01:00/2018-03-12 15:41:49+01:00/2018-05-24 12:10:51+02:00/2018-03-14 12:21:11+01:00/2018-03-08 10:09:13+01:00/,Fixed name for the autocompletion tokens
Qiskit/qiskit-terra,bfdf28d4cedce3d10402cc7dde05238a5cfa46da,2018-09-20T13:11:47Z,a82a774d34392df3c16a79c9154f0d6183d5e41f/,2019-04-30 13:26:39-04:00/,Fixing some linting problems
quantumlib/Cirq,c441445630204a4f86d27809960e16b1630f53e3,2019-10-29T22:19:48Z,bbd8a2d7340af5aa5627c60b79d117d143e71c0c/e69a1acdda4b4cc6b3a76c2e534ee958b07772b0/fa433c3962494d9022c4d45738a60f1a2c6614af/0068c4ea6d5e23a33e3443e679f037da8ed3be39/9b51176ed42ddc1832a218436903b1f02f0bd844/,2020-06-25 12:07:37-07:00/2020-01-29 05:57:16-08:00/2020-09-25 05:11:57-07:00/2020-05-27 10:55:51-07:00/2019-11-05 20:04:02-08:00/,"Shor's algorithm, the quantum parts (#2436)"
Qiskit/qiskit-terra,3a08044ebb3319f0f33b485bc37e0eb08e8f2426,2019-08-21T19:29:31Z,544f80cbb04dc8f2b71d479b4476f59be3e38090/,2020-02-26 09:50:16-05:00/,"Remove log_level kwarg from transpile() (#3012)

* Adjust logger used for transpile log_level

When the log_level parameter is set on the transpile() call we use that
to set the level for all the transpiler functions called. To do this we
get an instance of the pass manager logger and set the level of logs
we want. However, the logger we were getting before was too specific,
it was only looking at qiskit.transpiler.passmanager, but log messages
are emitted from passes and other functions in qiskit.transpiler too. So
when a log level was set on transpile() calls it was only partially
respected. This commit fixes this by adjusting the logger we set the
level on to be all of qiskit.transpiler instead of just the passmanager
module.

Fixes #3010

* Remove log_level kwarg and update release notes

The log_level kwarg is rendundant when users can just call
logging.getLogger('qiskit.transpiler').setLevel() from their code
directly just as easily. Since the transpile() signature is a stable
interface this errs on the side of caution and removes this kwarg. If we
have a need for logging related kwargs on transpile() in the future we
can easily add them in a future release. At the same time this updates
the release notes to provide more background on how to use logging.

* Fix lint"
